\u25bd,0.3200000000000001
re,-1.0000000000000007
Booking,-0.10999999999999999
\u26a3,-0.9900000000000007
official,1.0000000000000007
invisible,0.5100000000000002
soon,0.7000000000000004
\udd25,-2.0000000000000013
Besides,-0.6000000000000003
sabe,-0.19000000000000003
\udc19,-0.02
Dream,-0.02
mesma,-0.22000000000000006
4031992,0.0
\u30c7,0.11999999999999998
advertise,0.11999999999999998
\udc80,-0.8100000000000005
guy,0.0
Visual,0.0
\udce9,0.15999999999999998
Do,-1.0000000000000007
stated,-0.6500000000000004
Industry,-0.8800000000000006
\u6027,0.3200000000000001
full,0.0
\uffe3,0.3200000000000001
\u26d4,0.09999999999999999
pleasure,0.0
burger,-0.6000000000000003
puppy,-0.03
collaboration,0.7300000000000004
FEMININA,0.5000000000000002
walrus,0.0
AUNTY,0.12999999999999998
Send,0.7900000000000005
years,-0.8800000000000006
Gym,-0.08
d'une,0.6200000000000003
GETTING,-0.15
Dancer,0.5500000000000003
oledancer,0.0
\uddf1,-0.17
\udeab,0.9200000000000006
llamadas:,0.0
.God,-0.20000000000000004
\uc250,0.0
\ud83d,0.9700000000000009
\udfc62nd,-0.03
\u0401,0.38000000000000017
color,-0.01
Russian,1.0000000000000007
HERE,0.12999999999999998
Hiram,0.0
\udd52,0.6300000000000003
\nwhat,0.0
satisfying,-0.35000000000000014
@itsarabbit,0.0
Georgia.,-0.12999999999999998
\ude18,-0.20000000000000004
xico.,-0.09
Modeling,0.5100000000000002
moi,0.6200000000000003
procura,1.0000000000000007
\u00e3,0.15
\udc95,-0.05000000000000004
a,1.5300000000000011
Thank,1.0000000000000007
Business,-0.8800000000000006
OsakaHRBaseballmg(17),0.0
REQUEST,1.0000000000000007
desi,0.12999999999999998
\udde8,-0.8300000000000005
thing,-0.6500000000000004
\uddf4,0.35000000000000014
pussy,2.0000000000000013
\ufe0e,-2.0000000000000013
que,-0.6100000000000003
adult,0.3200000000000001
our,1.7200000000000013
anal,0.7300000000000004
\u308b,0.36000000000000015
ASSISTANT,-0.17
\ude0d,-0.07
Suicide,0.5100000000000002
20k,0.18000000000000002
Mercy!,0.38000000000000017
Army,-0.10999999999999999
vogue,-0.12999999999999998
una...\.,1.0200000000000007
\u042d,0.3200000000000001
RB,-0.17
\udc8e,-0.8400000000000005
\u2653,-0.6000000000000003
Event,0.36000000000000015
Malague,0.0
American,-0.10999999999999999
Love.,-0.34000000000000014
\u8eab,0.3200000000000001
great,-0.6500000000000004
\udd3b,-0.7600000000000005
off,-0.10999999999999999
dance,-0.5000000000000002
